Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1402817,https://collections.lib.utah.edu/ark:/87278/s6z93r84,https://collections.lib.utah.edu/file?id=1402817,https://collections.lib.utah.edu/dl_thumbs/99/18/9918b374f681f0e5b8862bc58cf5c2e51bbc847a.jpg,Newhouse Hotel,"Newhouse Hotel matchbook, Salt Lake City, Utah [2]",Hotels,,Luxurious rooms... each with private bath,Red wtih gray text,Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402818,https://collections.lib.utah.edu/ark:/87278/s6tj30js,https://collections.lib.utah.edu/file?id=1402818,https://collections.lib.utah.edu/dl_thumbs/0f/04/0f04da6b4f30b77a46a44404e4a87dda43a152ee.jpg,Newhouse Hotel,"Newhouse Hotel matchbook, Salt Lake City, Utah [3]",Hotels,,Royal dining room; coffee shop,Gray with black text,Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402819,https://collections.lib.utah.edu/ark:/87278/s6ps27vh,https://collections.lib.utah.edu/file?id=1402819,https://collections.lib.utah.edu/dl_thumbs/88/05/880510588ede708ccbbf9560c8d721bdf7dce175.jpg,Newhouse Hotel,"Newhouse Hotel matchbook, Salt Lake City, Utah [5]",Hotels,"Building, crown and staff",The Distinctive Royal Room,"Red, black, white, and yellow with yellow and white text",Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402820,https://collections.lib.utah.edu/ark:/87278/s6k11h5z,https://collections.lib.utah.edu/file?id=1402820,https://collections.lib.utah.edu/dl_thumbs/04/22/0422b1d3990fbed4e29f774b8595d0cf620e0ed1.jpg,Newhouse Hotel,"Newhouse Hotel matchbook, Salt Lake City, Utah [1]",Hotels,,Finer foods,Gray with black text,Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402823,https://collections.lib.utah.edu/ark:/87278/s6f80rds,https://collections.lib.utah.edu/file?id=1402823,https://collections.lib.utah.edu/dl_thumbs/02/9e/029ef76e0357430d9584069a90ce90ba9d587e8f.jpg,Hotel Newhouse,"Hotel Newhouse matchbook, Salt Lake City, Utah [2]",Hotels,,S.L.R.E.B.  Merry Xmas,Red with white text,Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402826,https://collections.lib.utah.edu/ark:/87278/s69h00n0,https://collections.lib.utah.edu/file?id=1402826,https://collections.lib.utah.edu/dl_thumbs/f7/0d/f70d062477f1097d530b3226f4b4e0c9e69bb17f.jpg,Newhouse Hotel,"Newhouse Hotel matchbook, Salt Lake City, Utah [4]",Hotels,Chef with various foods,Many fine hotels in the west,Gray with black text,Advertising; Graphic arts; Hotels,4th S & Main,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402827,https://collections.lib.utah.edu/ark:/87278/s65q97xq,https://collections.lib.utah.edu/file?id=1402827,https://collections.lib.utah.edu/dl_thumbs/ad/fa/adfa0da8dd146dab207a8cdab96475285dc901bc.jpg,Nelson's Food Store,"Nelson's Food Store matchbook, Salt Lake City, Utah",Supermarkets,Pin up girl,Try our fountain,"White, red, yellow, and green with black text",Advertising; Graphic arts; Supermarkets,Ogden Hwy,Salt Lake City,Salt Lake County,Utah,United States,41.223,-111.9738304,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402830,https://collections.lib.utah.edu/ark:/87278/s62276m1,https://collections.lib.utah.edu/file?id=1402830,https://collections.lib.utah.edu/dl_thumbs/80/9a/809a2cf0b67bd4bc3aadbb81804badf1288ab0d0.jpg,Nelson's Cafe,"Nelson's Cafe matchbook, Salt Lake City, Utah",Restaurants,,If an old man likes a young girl - that's HIS business!,Red with black text,Advertising; Graphic arts; Restaurants,716 S State,Salt Lake City,Salt Lake County,Utah,United States,40.7536767,-111.8885928,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402831,https://collections.lib.utah.edu/ark:/87278/s6x96q6n,https://collections.lib.utah.edu/file?id=1402831,https://collections.lib.utah.edu/dl_thumbs/70/50/70502ef5fdd656b294d6e7d5d42c31cfbb734d60.jpg,Bud Nelson,"Bud Nelson matchbook, Salt Lake City, Utah",,Smiling man,Chevron: we take better care of your car,"white, red, and blue with white, red, and blue text",Advertising; Graphic arts,20th E 27th  S,Salt Lake City,Salt Lake County,Utah,United States,40.7346766,-111.8204354,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402835,https://collections.lib.utah.edu/ark:/87278/s6sj5zgx,https://collections.lib.utah.edu/file?id=1402835,https://collections.lib.utah.edu/dl_thumbs/cb/80/cb80c3b4d2efd3244cf5756b63d005ab73aecc76.jpg,New Grand Hotel,"New Grand Hotel matchbook, Salt Lake City , Utah [2]",Hotels,Hotel logo,"Modern, Fireproof, Reasonable, Coffee Shop, Garage Service","Orange, black, and yellow with cream and black text",Advertising; Graphic arts; Hotels,Main at 4th S,Salt Lake City ,Salt Lake County,Utah,United States,40.760082,-111.884841,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402838,https://collections.lib.utah.edu/ark:/87278/s6ns56tg,https://collections.lib.utah.edu/file?id=1402838,https://collections.lib.utah.edu/dl_thumbs/84/9b/849bc05a4a03aa41da6f90359fb73c301840c1d8.jpg,The New Yorker,The New Yorker matchbook,Bars,"Log cabin, pin up girls",A good place to bring your friends,"blue, white, and black with white text",Advertising; Graphic arts; Bars,2200 Beck Street,Salt Lake City,Salt Lake County,Utah,United States,40.8172957,-111.9168255,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402843,https://collections.lib.utah.edu/ark:/87278/s6j14g1k,https://collections.lib.utah.edu/file?id=1402843,https://collections.lib.utah.edu/dl_thumbs/ff/6c/ff6c67867d2bf66d0cd4a0bd63ce7e7abb7657a4.jpg,91 Club,"91 Club matchbook, Salt Lake City, Utah",Nightclubs,"Pin up girl, comics",Where friends meet,"Blue, green, white, and red with black text",Advertising; Graphic arts; Nightclubs,279 W 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7733583,-111.8976523,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402846,https://collections.lib.utah.edu/ark:/87278/s6d83q9v,https://collections.lib.utah.edu/file?id=1402846,https://collections.lib.utah.edu/dl_thumbs/76/5a/765acddc7596699b97dff9c523d350db691b474a.jpg,North Temple Service,"North Temple Service matchbook, Salt Lake City, Utah",,Chimps in a river,"For services, not excuses","Green, orange, blue, brown, and yellow with black text",Advertising; Graphic arts,108 W N Temple,Salt Lake City,Salt Lake County,Utah,United States,40.771473,-111.9514607,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402847,https://collections.lib.utah.edu/ark:/87278/s68h2zmk,https://collections.lib.utah.edu/file?id=1402847,https://collections.lib.utah.edu/dl_thumbs/73/45/7345c950d982da7f0ad444685f1a07d14d121f43.jpg,New Eastern Cafe,"New Eastern Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,"Pin up girl, comics",Chop Suey; chicken dinners Sunday,"white, red, green, yellow, and blue with black text",Advertising; Graphic arts; Restaurants,214 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7645324,-111.8886074,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402848,https://collections.lib.utah.edu/ark:/87278/s64v0x7p,https://collections.lib.utah.edu/file?id=1402848,https://collections.lib.utah.edu/dl_thumbs/de/4e/de4eb08af8c13415fe69466c55dcdb37983d80f1.jpg,New Eastern Cafe,"New Eastern Cafe matchbook, Salt Lake City, Utah [2]",Restaurants,Cocker spaniel,Chop Suey; chicken dinners Sunday,"green, red, yellow, and black with black text",Advertising; Graphic arts; Restaurants,214 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7645324,-111.8886074,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402851,https://collections.lib.utah.edu/ark:/87278/s61305j3,https://collections.lib.utah.edu/file?id=1402851,https://collections.lib.utah.edu/dl_thumbs/aa/ac/aaac9b0aa1cd8a03adb5c71c605abc57d9ac7b4d.jpg,Ninos,"Ninos matchbook, Salt Lake City, Utah [1]",Restaurants,,Salt Lake's Mile-High Restaurant,"Black, white, blue, and red with red text",Advertising; Graphic arts; Restaurants,136 E STemple,Salt Lake City,Salt Lake County,Utah,United States,40.7689417,-111.8870949,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402856,https://collections.lib.utah.edu/ark:/87278/s6w99p3q,https://collections.lib.utah.edu/file?id=1402856,https://collections.lib.utah.edu/dl_thumbs/c6/be/c6be7f401535135f8fdf43e23a164c4e054c10f7.jpg,Ninos,"Ninos matchbook, Salt Lake City, Utah [2]",Restaurants,Woman,University Club Building,"Black, white, blue, and red with red text",Advertising; Graphic arts; Restaurants,136 E STemple,Salt Lake City,Salt Lake County,Utah,United States,40.7689417,-111.8870949,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402861,https://collections.lib.utah.edu/ark:/87278/s6rj8xc0,https://collections.lib.utah.edu/file?id=1402861,https://collections.lib.utah.edu/dl_thumbs/e8/60/e86055506404caabce91fff8091311c772611149.jpg,N.C.O. Club,"N.C.O. Club matchbook, Salt Lake City, Utah [1]",Nightclubs,Pin up girl,American Legion Building,White and blue with white and blue text,Advertising; Graphic arts; Nightclubs,4th S & W Temple,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402864,https://collections.lib.utah.edu/ark:/87278/s6ms85m6,https://collections.lib.utah.edu/file?id=1402864,https://collections.lib.utah.edu/dl_thumbs/d5/86/d5861c613d8067ed0538c2de54443d8505e32cb8.jpg,N.C.O. Club,"N.C.O. Club matchbook, Salt Lake City, Utah [2]",Nightclubs,Pin up girl,American Legion Building,White and red with white and red text,Advertising; Graphic arts; Nightclubs,4th S & W Temple,Salt Lake City,Salt Lake County,Utah,United States,40.774675,-111.9029085,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402867,https://collections.lib.utah.edu/ark:/87278/s6h17dvb,https://collections.lib.utah.edu/file?id=1402867,https://collections.lib.utah.edu/dl_thumbs/6c/ab/6cab8b962f6e1db458a1d8dd2aec3aa517beaad1.jpg,Otto's and Ben's Cafe,"Otto's and Ben's Cafe matchbook, Salt Lake City, Utah [2]",Restaurants,People at table,Fine food carefully prepared,Mint and silver with silver text,Advertising; Graphic arts; Restaurants,957 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7481868,-111.8910812,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402870,https://collections.lib.utah.edu/ark:/87278/s6c86p6x,https://collections.lib.utah.edu/file?id=1402870,https://collections.lib.utah.edu/dl_thumbs/b4/d3/b4d3c810a6189b5d48f08699dc09137e94d1d2cd.jpg,Otto's and Ben's Cafe,"Otto's and Ben's Cafe matchbook, Salt Lake City, Utah [3]",Restaurants,Chef and prime rib,Fine food carefully prepared,"White, pink, red, and brown with red, black, and white text",Advertising; Graphic arts; Restaurants,957 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7481868,-111.8910812,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402873,https://collections.lib.utah.edu/ark:/87278/s67m4ms5,https://collections.lib.utah.edu/file?id=1402873,https://collections.lib.utah.edu/dl_thumbs/69/1f/691f26b450e6147b5b2b13fd0f072915c684219d.jpg,Otto's and Ben's Cafe,"Otto's and Ben's Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,,Good food,Tan with brown text,Advertising; Graphic arts; Restaurants,1054 S State,Salt Lake City,Salt Lake County,Utah,United States,40.7460848,-111.8890011,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402876,https://collections.lib.utah.edu/ark:/87278/s63v3w2v,https://collections.lib.utah.edu/file?id=1402876,https://collections.lib.utah.edu/dl_thumbs/9e/7e/9e7e5b27f21eee3975cb3574b515f2e5cc93306d.jpg,Oceans ,"Oceans matchbook, Salt Lake City, Utah [2]",Restaurants,,Restaurant & Oyster Cafe,White with green and blue text,Advertising; Graphic arts; Restaurants,4760 S 900 E,Salt Lake City,Salt Lake County,Utah,United States,40.6669308,-111.8652043,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402880,https://collections.lib.utah.edu/ark:/87278/s60334dq,https://collections.lib.utah.edu/file?id=1402880,https://collections.lib.utah.edu/dl_thumbs/36/3c/363cabd99377ef4b5bf16e89551c9a713b9205c1.jpg,Oceans ,"Oceans matchbook, Salt Lake City, Utah [1]",Restaurants,"Tree, ocean",Restaurant & Oyster Cafe,"White, blue, green, and red with green, red, and white text",Advertising; Graphic arts; Restaurants,4760 S 900 E,Salt Lake City,Salt Lake County,Utah,United States,40.6669308,-111.8652043,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402885,https://collections.lib.utah.edu/ark:/87278/s6vb2mzg,https://collections.lib.utah.edu/file?id=1402885,https://collections.lib.utah.edu/dl_thumbs/15/19/151907293d6956f94a7fcdbebb96841bd929ba0d.jpg,Paradise Chocolates,"Paradise Chocolates matchbook, Salt Lake City, Utah",Candy Store,,Chocolates of Distinction,White with blue text,Advertising; Graphic arts; Candy,66 W 5th S,Salt Lake City,Salt Lake County,Utah,United States,40.7587052,-111.9333336,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402886,https://collections.lib.utah.edu/ark:/87278/s6qk1w4t,https://collections.lib.utah.edu/file?id=1402886,https://collections.lib.utah.edu/dl_thumbs/60/86/6086095b955307b7ab9e14878076fcee7c29f940.jpg,Hito Okada,"Hito Okada matchbook, Salt Lake City, Utah",Insurance companies,"Pin up girl, cat",Insurance,"White, blue, green, and orange with black text",Advertising; Graphic arts; Insurance companies,403 Beason Building,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402887,https://collections.lib.utah.edu/ark:/87278/s6kt14fx,https://collections.lib.utah.edu/file?id=1402887,https://collections.lib.utah.edu/dl_thumbs/04/9e/049e83ee3e9cdc7a903c1bd89f4f77afbba267ad.jpg,The Old Salt City Jail Restaurant,"The Old Salt City Jail Restaurant matchbook, Salt Lake City, Utah [1]",Newspaper,,,Green with black text,Advertising; Graphic arts; Newspaper,,,,,,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402888,https://collections.lib.utah.edu/ark:/87278/s6g49354,https://collections.lib.utah.edu/file?id=1402888,https://collections.lib.utah.edu/dl_thumbs/ce/59/ce59f6b44c56e2e5d3cdd92275d2cb5fa84663aa.jpg,The Old Salt City Jail Restaurant,"The Old Salt City Jail Restaurant matchbook, Salt Lake City, Utah [2]",Restaurants,,A capitavating eating experience in a recreated old western jail,Tan with brown text,Advertising; Graphic arts; Restaurants,460 S 10th E,Salt Lake City,Salt Lake County,Utah,United States,40.7126884,-111.8625144,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402891,https://collections.lib.utah.edu/ark:/87278/s6bc8bdz,https://collections.lib.utah.edu/file?id=1402891,https://collections.lib.utah.edu/dl_thumbs/3c/fb/3cfb238da52c348085202b3b0170ad2e5a50128b.jpg,Occidental Cafe & Tavern,"Occidental Cafe & Tavern matchbook, Salt Lake City, Utah",Restaurants,Pin up girl,You are always welcome at...,"Blue, yellow, brown, and red with black text",Advertising; Graphic arts; Restaurants,36 E 1st S,Salt Lake City,Salt Lake County,Utah,United States,40.7705297,-111.8881874,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402892,https://collections.lib.utah.edu/ark:/87278/s66m7kr4,https://collections.lib.utah.edu/file?id=1402892,https://collections.lib.utah.edu/dl_thumbs/05/4d/054d88ae89e5f99063be46ee66d91e61b0177def.jpg,Oakridge Country Club,"Oakridge Country Club matchbook, Salt Lake City, Utah",Athletic Clubs,Tree,,Brownish red with white text,Advertising; Graphic arts; Athletic Clubs,1492 Shepard Ln,Salt Lake City,Salt Lake County,Utah,United States,41.0020989,-111.9203626,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402893,https://collections.lib.utah.edu/ark:/87278/s62v6v28,https://collections.lib.utah.edu/file?id=1402893,https://collections.lib.utah.edu/dl_thumbs/fa/9a/fa9a7287fe6ffda73185b9797841a5765fdc3b4e.jpg,Otto's and Ben's Cafe,"Otto's and Ben's Cafe matchbook, Salt Lake City, Utah [4]",Restaurants,Cars at a restaurant,Homemade Pies,"Green, blue, red, and white with green and red text",Advertising; Graphic arts; Restaurants,957 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7481868,-111.8910812,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402896,https://collections.lib.utah.edu/ark:/87278/s6z36bmq,https://collections.lib.utah.edu/file?id=1402896,https://collections.lib.utah.edu/dl_thumbs/94/60/946000745d1c8c9e240a1e1f41e3bcb6f6ffeb63.jpg,Oceans ,"Oceans matchbook, Salt Lake City, Utah [3]",Restaurants,"Tree, ocean",Restaurant & Oyster Cafe,"White, blue, green, and red with green, red, and white text",Advertising; Graphic arts; Restaurants,4760 S 900 E,Salt Lake City,Salt Lake County,Utah,United States,40.6669308,-111.8652043,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402897,https://collections.lib.utah.edu/ark:/87278/s6tb5ksn,https://collections.lib.utah.edu/file?id=1402897,https://collections.lib.utah.edu/dl_thumbs/db/98/db987f5bfbb5f0a568119877c4464647b04588b2.jpg,Oriental Cafe,"Oriental Cafe matchbook, Salt Lake City, Utah",Restaurants,Couple at table,"You've tried the rest, now get the best",Red and white with red and white text,Advertising; Graphic arts; Restaurants,48-52 E 4th S,Salt Lake City,Salt Lake County,Utah,United States,40.7681606,-111.8803775,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402900,https://collections.lib.utah.edu/ark:/87278/s6pk4v2b,https://collections.lib.utah.edu/file?id=1402900,https://collections.lib.utah.edu/dl_thumbs/4f/e4/4fe493074e026ab6b1ad8fb787ec3a407df064b7.jpg,Peery Hotel,"Peery Hotel matchbook, Salt Lake City, Utah [2]",Hotels,Logo,Historic Elegance,Gray with black text,Advertising; Graphic arts; Hotels,110 W 300 S,Salt Lake City,Salt Lake County,Utah,United States,40.763163,-111.89448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402901,https://collections.lib.utah.edu/ark:/87278/s6jx2srx,https://collections.lib.utah.edu/file?id=1402901,https://collections.lib.utah.edu/dl_thumbs/86/1c/861c8c38977830f4bd3aad062111d51b0c7c0bc3.jpg,The Pizza Oven,"The Pizza Oven matchbook, Salt Lake City, Utah",Bars,Pin up girl,Beer cooled just right,"White, green, yellow, orange, and blue with black text",Advertising; Graphic arts; Bars,22 W 1st S,Salt Lake City,Salt Lake County,Utah,United States,40.7686894,-111.8657951,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402902,https://collections.lib.utah.edu/ark:/87278/s6f52219,https://collections.lib.utah.edu/file?id=1402902,https://collections.lib.utah.edu/dl_thumbs/bb/b0/bbb0700000dda8bff1de28b74c2e745ea61f190b.jpg,Kelly-Western Seed Div,"Kelly-Western Seed Div matchbook, Salt Lake City, Utah",Feed Stores,Plant food bag,Get rid of ugly crab grass,"Red, white, and Green with white and red text",Advertising; Graphic arts; Feed Store,PO Box 2310,Salt Lake City,Salt Lake County,Utah,United States,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402905,https://collections.lib.utah.edu/ark:/87278/s69d19b1,https://collections.lib.utah.edu/file?id=1402905,https://collections.lib.utah.edu/dl_thumbs/8f/bb/8fbb9d7259c367bd67ce66ecbc27546bda83c606.jpg,Hotel Miles,"Hotel Miles matchbook, Salt Lake City, Utah",Hotels,"Penguins, building",Penguin Lounge,"White, red, and blue with black, blue, and red text",Advertising; Graphic arts; Hotels,3rd S at W Temple,Salt Lake City,Salt Lake County,Utah,United States,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402906,https://collections.lib.utah.edu/ark:/87278/s65n0jnr,https://collections.lib.utah.edu/file?id=1402906,https://collections.lib.utah.edu/dl_thumbs/1a/28/1a286499d5f27fd78d7e832910eb10215cfd394d.jpg,Premium Oil Co,"Premium Oil Co matchbook, Salt Lake City, Utah",Fuel,Cars at a restaurant,A complete service,Yellow with black text,Advertising; Graphic arts; Fuel,21st S & 2nd W,Salt Lake City,Salt Lake County,Utah,United States,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402907,https://collections.lib.utah.edu/ark:/87278/s61v9sw1,https://collections.lib.utah.edu/file?id=1402907,https://collections.lib.utah.edu/dl_thumbs/3b/12/3b120209efa71792d95480758c10b874d38c6253.jpg,Plumbers Supply Co,"Plumbers Supply Co matchbook, Salt Lake City, Utah",Plumbing,"Bathroom, kitchen","Plumbing, heating",White and black with white and black text,Advertising; Graphic arts; Plumbing,270 E 33rd S,Salt Lake City,Salt Lake County,Utah,United States,40.7755745,-111.8775569,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402908,https://collections.lib.utah.edu/ark:/87278/s6x399bj,https://collections.lib.utah.edu/file?id=1402908,https://collections.lib.utah.edu/dl_thumbs/fd/39/fd390d4613cf64f355d2be2301a98be2a6c66dca.jpg,Petty's Always Fine Food,"Petty's Always Fine Food matchbook, Salt Lake City, Utah",Restaurants,,Pleasing you pleases us,Black with gold text,Advertising; Graphic arts; Restaurants,33 W 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7732195,-111.8916305,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402909,https://collections.lib.utah.edu/ark:/87278/s6sb8jmt,https://collections.lib.utah.edu/file?id=1402909,https://collections.lib.utah.edu/dl_thumbs/1a/5c/1a5c424a4b2c4b9419d5dc61c6a53d98d724cb95.jpg,Peery Hotel,"Peery Hotel matchbook, Salt Lake City, Utah [1]",Hotels,Logo,Historic Elegance,Gray with black text,Advertising; Graphic arts; Hotels,110 W 300 S,Salt Lake City,Salt Lake County,Utah,United States,40.763163,-111.89448,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402910,https://collections.lib.utah.edu/ark:/87278/s6np6h8c,https://collections.lib.utah.edu/file?id=1402910,https://collections.lib.utah.edu/dl_thumbs/96/1c/961c4f0a437b020829d9b21e71d18aff72dbc349.jpg,PFS,"PFS matchbook, Salt Lake City, Utah",,,,Gray with stamped in text,Advertising; Graphic arts,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402911,https://collections.lib.utah.edu/ark:/87278/s6hx5rk3,https://collections.lib.utah.edu/file?id=1402911,https://collections.lib.utah.edu/dl_thumbs/9c/4b/9c4b21313869ed12c38f5e1b91358c466a17e80e.jpg,Panorama Inn,"Panorama Inn matchbook, Salt Lake City, Utah [1]",Restaurants,Couple at table,Fine food,Black and silver with silver text,Advertising; Graphic arts; Restaurants,6121 Highland Drive,Salt Lake City,Salt Lake County,Utah,United States,40.6400543,-111.8342682,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402912,https://collections.lib.utah.edu/ark:/87278/s6d550tm,https://collections.lib.utah.edu/file?id=1402912,https://collections.lib.utah.edu/dl_thumbs/c3/36/c3366662f2a87170ce268d0630b0faf13fb0295a.jpg,Poor Richard's Restaurant,"Poor Richard's Restaurant matchbook, Salt Lake City, Utah",Restaurants,Benjamin Franklin,,Tan with brown text,Advertising; Graphic arts; Restaurants,5445 S 9th E,Salt Lake City,Salt Lake County,Utah,United States,40.6526684,-111.8659352,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402913,https://collections.lib.utah.edu/ark:/87278/s68d4856,https://collections.lib.utah.edu/file?id=1402913,https://collections.lib.utah.edu/dl_thumbs/e5/65/e5653401bbb5e71ce59f5697fa5cdb2d60851e4f.jpg,Pony Express Coffee Shop,"Pony Express Coffee Shop matchbook, Salt Lake City, Utah",Restaurants,Chef,"Quick service, low prices",Black and silver with silver text,Advertising; Graphic arts; Restaurants,20 E 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7714918,-111.8881395,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402916,https://collections.lib.utah.edu/ark:/87278/s64n3hfg,https://collections.lib.utah.edu/file?id=1402916,https://collections.lib.utah.edu/dl_thumbs/e3/16/e316689e067d1677dbe77984b19f823d2414d5d4.jpg,Pizza Palace Supper Club,"Pizza Palace Supper Club matchbook, Salt Lake City, Utah",Restaurants,Sign with Pizza Palace,Famous for Steaks and Italian Food,Brown with black text,Advertising; Graphic arts; Restaurants,3786 Highland Drive,Salt Lake City,Salt Lake County,Utah,United States,40.6887788,-111.84704,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402917,https://collections.lib.utah.edu/ark:/87278/s60w2rmd,https://collections.lib.utah.edu/file?id=1402917,https://collections.lib.utah.edu/dl_thumbs/ba/3b/ba3bcd4f77b61a573cfdf9c59e1e61f98a426ccb.jpg,Pioneer Club,"Pioneer Club matchbook, Salt Lake City, Utah",Nightclubs,Pin up girl,Come up and see us!,Green and black with black text,Advertising; Graphic arts; Nightclubs,360 S State,Salt Lake City,Salt Lake County,Utah,United States,40.7540881,-111.8885901,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
